clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"week, climatestrike, climateemergency, climatechange, uprootthesystem, saveyourplanet, fridayforfuture",2021-12-24,12,"#Week 24th #ClimateStrike in India 🇮🇳 ⚠️#ClimateEmergency ⚠️  ⌛️We are running out of time! Without ambitious action on #ClimateChange by 2021, we will pass the tipping points for irreversible damage to our planet.🌍 #UprootTheSystem #SaveYourPlanet 🌍 #FridayForFuture @UNEP  https://t.co/7rbJrILXbh",english,2,14,26,2021,24
fridaysforfuture,2021-12-24,12,Week 69. Helsinki climate strike.  The climate crisis doesn’t stop for Christmas and nor does our climate striking! #FridaysForFuture  https://t.co/oWQSDc2l0x,english,13,162,763,2021,24
fridaysforfuture,2021-12-24,12,"Despite the Kyoto Protocal and the Paris Agreement, amount of GHG in the atmosphere keeps rising, heating the Earth at an alarming rate @Riseupmovt  #fridaysforfuture  https://t.co/okdvMlIdq3",english,4,79,390,2021,24
"fridaysforfuture, climatestrike, uprootthesystem",2021-12-24,12,School strike week 175. Happy holidays from us on Mynttorget in Stockholm! #FridaysForFuture #ClimateStrike #UprootTheSystem  https://t.co/wAq3Cow4pg,english,460,2290,17941,2021,24
"cop26, fridaysforfuture, climate, climatechange, youngpeople",2021-12-24,12,After #COP26 In Glasgow What Has Changed? 😭  @Fridays4future @FFF_Bangladesh  @GretaThunberg   #FridaysForFuture #climate #ClimateChange #Youngpeople  https://t.co/idFxAW9T55,english,2,21,48,2021,24
"fightfor1point5, uprootthesystem, fridaysforfuture, riseupmovement",2021-12-24,12,Fossil fuel companies are responsible for the significant air and water pollution. #fightfor1point5 #uprootthesystem  #fridaysforfuture  #riseupmovement  https://t.co/JVwML8UTP1,english,3,53,194,2021,24
fridaysforfuture,2021-12-24,12,Decolonise the Climate Movement.  School Strike For Climate Week 156 @Riseupmovt #FridaysForFuture  https://t.co/6j3u1t4vS0,english,12,104,356,2021,24
"climateemergency, fridays4future, fridaysforfuture",2021-12-24,12,Still true:  https://t.co/GmHTbcfTd8 #ClimateEmergency #Fridays4Future #FridaysForFuture Immer noch wahr:  https://t.co/4NT5JbfLK4,german,9,34,183,2021,24
"fridaysforfuture, climatejustice",2021-12-24,12,The Glasgow Climate Pact requested that all countries revisit and strengthen the 2030 targets in their Nationally Determined Contributions (NDCs) to align with the Paris Agreement temperature goal in the coming year.  What has changed?  #FridaysForFuture #ClimateJustice  https://t.co/RBLJi6fDEz,english,3,46,157,2021,24
fridaysforfuture,2021-12-24,12,"Commitments and Promises won't save the planet,meaningful Action Will. @Riseupmovt #FridaysForFuture  https://t.co/9b0NrfAjrk",english,3,67,241,2021,24
fridaysforfuture,2021-12-24,12,Save the rain forests. #FridaysForFuture @Riseupmovt  https://t.co/rQ3RD4zI60,english,2,98,436,2021,24
"uprootthesystem, standforplanet, fridaysforfuture, climatestrike",2021-12-24,12,"“Earth is the only planet to have life, save the earth.” #UprootTheSystem #StandForPlanet #FridaysForFuture #ClimateStrike  https://t.co/aPoWRScorA",english,2,6,17,2021,24
"schoolstrikeforclimate, fridaysforfuture, climatestrike, uprootthesystem, actnow, climatejusticenow, actonclimate, climateactionnow, climatecrisis, facetheclimateemergency, savefuturebangladesh",2021-12-24,12,#SchoolStrikeForClimate week 48th. #FridaysForFuture #ClimateStrike  #UprootTheSystem #ActNow #ClimateJusticeNow #ActOnClimate #ClimateActionNow #ClimateCrisis #FaceTheClimateEmergency #SaveFutureBangladesh  https://t.co/X6GsJIr1rv,english,51,168,704,2021,24
"climatestrike, india, climateaction, emptypromises, fridaysforfuture",2021-12-24,12,"Week 75 #ClimateStrike🌍 in #India🇮🇳  We Want,  #ClimateAction! Not Empty Statements  Commitment! Not #EmptyPromises  Prioritize Science! Not Selfish Political Interests  #FridaysForFuture  @GretaThunberg @vanessa_vash @NaomiAKlein @KaoHua3 @Greenpeace @UNFCCC  @Fridays4future  https://t.co/gJfdUhJU1P",english,37,241,942,2021,24
seawatch4,2021-12-23,12,"216 geflüchtete Menschen sitzen im Moment auf der #SEAWATCH4 fest, weil sie keinen sicheren Hafen haben. In den Mitgliedstaaten der Friedensnobelpreisträgerin Europäische Union wird gleichzeitig das ""Fest der Nächstenliebe"" gefeiert.  Keine Pointe.",german,114,386,1738,2021,23
"photography, marketingtips, fridaysforfuture, branding",2021-12-23,12,"There is a direct correlation between # of tweets and # of followers. The more you tweet, the more followers you have. (via Beevolve)  #photography #marketingtips  #FridaysForFuture #branding  https://t.co/p1sL2de7sH",english,8,51,211,2021,23
"leipzig, parisagreement, eiffelturmtag",2021-12-23,12,"Alle #Leipzig|er Bundestagsabgeordnete haben als Aufforderung, für die Einhaltung des #ParisAgreement im Bundestag &amp; Ausschüssen zu kämpfen und die 1,5 Grad möglich zu machen, Eiffeltürme und die 100-Tage-Forderungen von @FridayForFuture und @sciforfuture erhalten. #Eiffelturmtag",german,2,11,22,2021,23
"fridaysforfuture, peopleforfuture, scientistsforfuture",2021-12-22,12,"Thanks, @vanessa_vash for putting your so important thoughts, experiences and ideas into words. I hope that many, many people listen to you! The climate crisis is here, and we must and can act with global justice as compass. #FridaysForFuture #PeopleForFuture #ScientistsForFuture  https://t.co/iomvRwl9tl",english,2,48,215,2021,22
muc2212,2021-12-22,12,"Das ist die traurigste Polizeikette, die ich in meinem Leben gesehen habe.😢  Da fühle ich mich auf Anti-Rassismus &amp; FridaysforFuture-Demos doch deutlich besser betreut. #muc2212",german,5,3,53,2021,22
"fridaysforfuture, schlagstocksaskia",2021-12-22,12,"Die Taktik von #Fridaysforfuture ist es, sich Stück für Stück die Straße zu erkämpfen. Polizei muss handeln und im Zweifelsfall Pfefferspray und Schlagstöcke einsetzen. Wir dürfen ihnen kein Millimeter überlassen! #schlagstocksaskia  https://t.co/Tok3qX6T73",german,5,8,26,2021,22
"climatecrisis, fridaysforfuture",2021-12-22,12,"FridaysForFuture Finland supports nuclear power. Nuclear power isn't without problems but our first priority should be getting rid of fossil fuels, and it will be much harder if we are also getting rid of nuclear. #ClimateCrisis #FridaysForFuture  https://t.co/0xseKj5BCb",english,27,143,921,2021,22
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit, entkriminalisierungsofort",2021-12-22,12,Guten Morgen vom Hirschgarten 👋😷Mittwochserwachen ist nicht leicht. #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪✊🌈🍀💉☕🥦 #EntkriminalisierungSofort Kommt gut durch den Tag!,german,4,3,9,2021,22
"klimaschutz, legalisierungjetzt, weedmob",2021-12-21,12,"Wir müssen schneller werden, wenn es darum geht, dass wir unsere Fehler eingestehen und korrigieren. Das betrifft den #Klimaschutz genauso, wie die #LegalisierungJetzt. #Weedmob @FridayForFuture @Karl_Lauterbach @OlafScholz @spdbt @fdp @Die_Gruenen",german,3,12,40,2021,21
fridaysforfuture,2021-12-21,12,"Heute vor drei Jahren begann #FridaysForFuture in Österreich mit einem Streik am Wiener Heldenplatz. Seit über 1000 Tagen engagieren wir uns nun für globale Klimagerechtigkeit und eine Politik, die das 1,5°C-Limit von Paris und damit ihre eigenen Versprechen einhält. ✊🔥🌍",german,2,24,116,2021,21
"fridaysforfuture, omikron, montagsspaziergang, mo2012",2021-12-21,12,"Wisst ihr noch, wie die Medien über jede #FridaysForFuture Demo berichtete, Bilder über Bilder, egal wie wenig Schüler mit einem Schild am Straßenrand standen?! Jetzt sind Corona-Proteste in 💯 en Städten gleichzeitig und werden verschwiegen. #Omikron #Montagsspaziergang #Mo2012",german,2,16,36,2021,21
europebeyondburning,2021-12-20,12,"Heute treffen sich die Umweltminister*innen der EU. Die neue deutsche Umweltministerin @SteffiLemke muss sich für eine echte und gerechte Energiewende einsetzten, ohne Subventionen für fossiles Gas, Atomkraft und Biomasse. Stop fake renewables! #EuropeBeyondBurning",german,34,55,473,2021,20
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-12-19,12,Guten Morgen vom Hirschgarten 👋😷Sonntag und sonstige Adventeleien... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪✊🌈🍀💉🥦schönen 4. ADVENT 🕯️🕯️🕯️🕯️,german,6,3,18,2021,19
"climatestrikeonline, climatestrike, fridaysforfuture",2021-12-18,12,"#climatestrikeonline Week 92  A bit of a spoof of Metallica's And Justice for All, but it's a simple request. Justice can't be served unless climate justice has been satisfied.  #climatestrike #fridaysforfuture  https://t.co/Bi6zQh6S6C",english,2,11,16,2021,18
fridaysforfuture,2021-12-18,12,"Diese Woche wurde #FridaysForFuture in DE drei Jahre alt. Von ""Schulschwänzern"" zu Treibern des Bundesverfassungsgerichts. Wir lassen nicht locker 💥🔥  In diesen drei Jahren ist so unfassbar viel passiert, so viele krasse Momente, so viele Ups and Downs.  https://t.co/Waw92S4khP",german,2,5,24,2021,18
fridaysforfuture,2021-12-17,12,"World leaders must stick to the Paris Agreement in the commitment of pursing efforts to stay under 1.5°C global temperature rise.  Enough is enough. We must rise again, speak out and force change. Use civil disobedience to create a world worth fighting for. #FridaysForFuture  https://t.co/B25fy3eiJ3",english,3,37,204,2021,17
fridaysforfuture,2021-12-17,12,Med Greta Thunberg idag:)  #FridaysForFuture  مع الناشطة السويدية جريتا ثونبرج.  https://t.co/MQaRbroyoE,und,4,4,47,2021,17
"fridaysforfuture, klimawandel",2021-12-17,12,Demo statt Schule: Seit genau drei Jahren mobilisiert die #FridaysforFuture-Bewegung bundesweit für den Kampf gegen den #Klimawandel.  https://t.co/1GXyAWIa9C,german,65,15,125,2021,17
"fridaysforfuture, klimastreik",2021-12-17,12,"Im Sommer 2019 sagte man, #FridaysForFuture habe sich nach dem Sommer erledigt. Im Winter ebenso und während Corona erst recht. Heute ist Tag 1100 seit dem ersten #Klimastreik und wir sind immer noch da!  We are unstoppable, another world is possible! ✊🔥  https://t.co/bIVoTczQSb",german,65,234,1733,2021,17
"digitalstrike, fridaysforfuture",2021-12-17,12,"#DigitalStrike for #FridaysForFuture  We need to protect out precious planet from the greedy, for to long the natural resources have been abused, humanity needs to re-learn how to be one with nature, instead of thinking it can stand above it.  https://t.co/SRcuEDh2SN",english,6,27,54,2021,17
fridaysforfuture,2021-12-17,12,Danke für die krasse Demo heute🔥  3 Jahre @FridayForFuture sind leider kein Grund zum Feiern.   Der Widerstand geht weiter ✊#FridaysForFuture  https://t.co/r7h3bI7msg,german,12,40,286,2021,17
fridaysforfuture,2021-12-17,12,"Ok ok. So I want to take a ""different"" kind of photo. I love Street photography but i feel like every shot I've taken is just the same old same old. Below is a shot i took that was unlike my typical ones. So let's do #FridaysForFuture! Post a pic that will help me grow!  https://t.co/hVsNUa3X2y",english,6,4,30,2021,17
merz,2021-12-17,12,"Friedrich #Merz: ❌ Zweifelt die Gemeinnützigkeit von Greenpeace an ❌ Hält die Klimabewegung für eine Gefahr für die Demokratie ❌ Lehnt eine Mobilitätswende wegen „Technologieoffenheit“ ab  62,1% der CDU halten ihn für einen geeigneten Vorsitzenden. What the fuck?",german,265,590,4655,2021,17
"climateemergency, fridaysforfuture",2021-12-17,12,"Week 158 climate carols @GretaThunberg ""We just want ambitious targets, we just want ambitious targets, we just want ambitious targets so bring some out here..."" #ClimateEmergency #FridaysForFuture  https://t.co/Dqq9iRS4h2",english,4,11,51,2021,17
fridaysforfuture,2021-12-17,12,"रुझान क्या है...? वही, सरकार आगे जनता पीछे फिर से...!!✍🏻📚  Follow Me👇 @MdKarimDidar @__MissDabang787 @salman__writes  #FridaysForFuture",hindi,7,18,32,2021,17
"fridaysforfuture, uprootthesystem",2021-12-17,12,"School strike for climate action,we don’t have planet B stop your Blah Blah Blah we continue to demand for climate action #FridaysForFuture #UprootTheSystem @Riseupmovt  https://t.co/ibjcWHwalH",english,3,77,326,2021,17
"climatestrike, climateemergency, stopfakerenewables, climatejustice, fridaysforfuture, facetheclimateemergency",2021-12-17,12,Week: 68 #ClimateStrike in Uganda together with two brothers and two sisters.#ClimateEmergency #StopfakeRenewables #Climatejustice #Fridaysforfuture @GretaThunberg #FaceTheClimateEmergency  https://t.co/ZcVTxupqtE,english,32,375,1595,2021,17
"dublin, fridaysforfuture, climateemergency, odetteph, thwaites, gearceimaeraide, climateactionnow",2021-12-17,12,Week 158 #Dublin #FridaysForFuture in a week of further climate disasters... This is a #ClimateEmergency #OdettePH #Thwaites #GearceimAeraide #ClimateActionNow @GretaThunberg  https://t.co/Ve9ohdnGQ3,english,17,137,583,2021,17
"climatestrikeonline, fridaysforfuture, climateaction, climateemergency",2021-12-17,12,My 73 weeks. #climatestrikeonline  #fridaysforfuture #climateaction                                 #ClimateEmergency  https://t.co/m8RSmchexZ,english,20,249,1533,2021,17
fridaysforfuture,2021-12-17,12,"School strike for climate week 148 in Glasgow, ft nobody coming because everyone is still burnt out after COP #FridaysForFuture  https://t.co/IdTyagktLq",english,29,196,1082,2021,17
"fridaysforfuture, climatestrike, uprootthesystem",2021-12-17,12,School strike week 174. #FridaysForFuture #ClimateStrike #UprootTheSystem  https://t.co/sFxzb4rv4i,english,227,1530,10694,2021,17
"climatestrike, angola, systemchangenotclimatechange, fridaysforfuture, uprootthesystem",2021-12-17,12,"Week 27 #ClimateStrike in #Angola  Extreme droughts, gigantic fires, overwhelming storms and pandemics all resulting from human disorder. #SystemChangeNotClimateChange  #FridaysForFuture  #UprootTheSystem  @Greenpeace  https://t.co/Dc3KcmNfPn",english,2,27,51,2021,17
"climatestrike, climatecrisis, climateaction, fridaysforfuture",2021-12-17,12,Week 64th #ClimateStrike in India. Caught between #ClimateCrisis and empty promises.  #ClimateAction #FridaysForFuture  https://t.co/ZQprDqx738,english,6,67,283,2021,17
fridaysforfuture,2021-12-17,12,"Der Koalitionsvertrag verfehlt das 1,5-Grad-Ziel, sagen #FridaysforFuture. Reicht es, dagegen auf die Straße zu gehen? Ein Gespräch über Frust und radikalere Aktionen:  https://t.co/UVCROTHMe8  https://t.co/l6dp5K63hj",german,20,4,37,2021,17
fridaysforfuture,2021-12-17,12,"Heute wird die #FridaysForFuture-Bewegung drei Jahre alt. Ich habe mit @Luisamneubauer darüber gesprochen, wie sie heute auf diese Zeit blickt und was sie mit ihr gemacht hat – politisch, aber auch persönlich:  https://t.co/eEpovfxR5M  https://t.co/p8CRoE1EeQ",german,35,93,1030,2021,17
"climatestrike, schoolstrikeforclimate, fridaysforfuture",2021-12-17,12,My #ClimateStrike week 90. Keep 1.5 alive #schoolstrikeforclimate  #FridaysForFuture  https://t.co/xu1ozuhigk,english,11,261,1442,2021,17
"fridaysforfuture, ilmastolakko, ilmastokriisi, climatestrike",2021-12-17,12,"17.12.2021 Helsinki, Finland  #FridaysForFuture #ilmastolakko #ilmastokriisi #ClimateStrike  https://t.co/cElKbkfWXt",icelandic,19,158,817,2021,17
"uprootthesystem, fridaysforfuture",2021-12-17,12,Respect Indigenous People's rights  #UprootTheSystem  #FridaysForFuture  https://t.co/UyEPxGiLF8,english,5,82,276,2021,17
"fridaysforfuture, uprootthesystem",2021-12-17,12,"Week 68. The forestry industry is made up of greenwashing and lies. This is a system that needs uprooting. People lose their safety, lives and land over the burning of wood and biomass. #FridaysForFuture #UprootTheSystem  https://t.co/pTj3v6obfo",english,16,206,988,2021,17
fridaysforfuture,2021-12-17,12,"Vor drei Jahren wart ihr da, im Hambi &amp; wenig später streikend auf der Straße - diese neue junge Generation von Klimaaktivistis💚🔥  Herzlichen Glückwunsch zu eurem dreijährigen liebe #FridaysForFuture Bewegung. Ihr seit einfach großartig! Wir sehen uns auf der nächsten Blockade!  https://t.co/S0sNROosC2",german,7,40,312,2021,17
"fridaysforfuture, climateemergency, uprootthesystem",2021-12-17,12,My week 52 for climate change. #FridaysForFuture  #ClimateEmergency  #UprootTheSystem  https://t.co/ytEz6Rch6F,english,13,131,725,2021,17
